ac_year,state_name,district_code,district_name,vilcd,vilname,schcd,schname,habname,blkname,schmgt_desc,schcat_desc,rururb,lat,long
2015-16,Mizoram                       ,1502,KOLASIB,150201006,KOLASIB - VI,15020100601,GOVT. P/S - IV,KOLASIB VI,"SDEO, Kolasib",Department of Education,Primary,Urban,24.22170395,92.68049777
2015-16,Mizoram                       ,1502,KOLASIB,150201006,KOLASIB - VI,15020100602,HOLY HEART ACD. P/S (P) KLB,KOLASIB VI,"SDEO, Kolasib",Pvt. Unaided,Primary,Urban,24.220052,92.680782
2015-16,Mizoram                       ,1502,KOLASIB,150201006,KOLASIB - VI,15020100603,HOLY HEART ACD. M/S (P) KLB,KOLASIB VI,"SDEO, Kolasib",Pvt. Unaided,Upper Primary only,Urban,24.220052,92.680782
2015-16,Mizoram                       ,1502,KOLASIB,150201006,KOLASIB - VI,15020100605,GOVT. KOLASIB HIGH SCHOOL,KOLASIB VI,"DEO, KOLASIB",Department of Education,Secondary Only,Urban,24.221867,92.670458
2015-16,Mizoram                       ,1502,KOLASIB,150201007,KOLASIB - VII,15020100702,TUMPUI M/S KOLASIB (ADHOC),KOLASIB VII,"SDEO, Kolasib",ADHOC AIDED                                                                ,Upper Primary only,Urban,24.2328478,92.67379493
2015-16,Mizoram                       ,1502,KOLASIB,150201007,KOLASIB - VII,15020100703,GOVT. P/S - V KOLASIB,KOLASIB VII,"SDEO, Kolasib",Department of Education,Primary,Urban,24.23116992,92.67442524
2015-16,Mizoram                       ,1502,KOLASIB,150201007,KOLASIB - VII,15020100706,"H.T. HIGH SCHOOL, KOLASIB (ADHOC)",KOLASIB VII,"DEO, KOLASIB",ADHOC AIDED                                                                ,Secondary Only,Urban,24.229941,92.674143
2015-16,Mizoram                       ,1502,KOLASIB,150201008,BUILUM,15020100801,GOVT. BAWKTLANG P/S,BUILUM,"SDEO, Kolasib",Department of Education,Primary,Rural,24.2429366,92.69303441
2015-16,Mizoram                       ,1502,KOLASIB,150201009,MEIDUM (ZODIN),15020100901,GOVT. P/S MEIDUM,MEIDUM,"SDEO, Kolasib",Department of Education,Primary,Rural,24.1784107586,92.5758299232
2015-16,Mizoram                       ,1502,KOLASIB,150201009,MEIDUM (ZODIN),15020100902,GOVT. P/S ZODIN,ZODIN,SDEO KAWNPUI,Department of Education,Primary,Rural,24.14523445,92.57168041
2015-16,Mizoram                       ,1502,KOLASIB,150201009,MEIDUM (ZODIN),15020100903,GOVT. MEIDUM M/S ,MEIDUM,"SDEO, Kolasib",Department of Education,Upper Primary only,Rural,24.1784621437,92.5759935379
2015-16,Mizoram                       ,1502,KOLASIB,150201009,MEIDUM (ZODIN),15020100904,ZODIN UPS (SSA),ZODIN,"SDEO, Kolasib",SSA                                                                        ,Upper Primary only,Rural,24.14510228,92.57172333
2015-16,Mizoram                       ,1502,KOLASIB,150201009,MEIDUM (ZODIN),15020100905,MEIDUM RMSA SECONDARY SCHOOL,MEIDUM,"DEO, KOLASIB",RMSA                                                                       ,Secondary Only,Rural,24.18052,92.578729
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101001,GOVT. P/S - I BAIRABI,BAIRABI,"SDEO, Kolasib",Department of Education,Primary,Rural,24.187138,92.537186
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101002,GOVT. P/S - II BAIRABI,BAIRABI,"SDEO, Kolasib",Department of Education,Primary,Rural,24.1820969569,92.537396411
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101003,GOVT. P/S - III BAIRABI,BAIRABI,"SDEO, Kolasib",Department of Education,Primary,Rural,24.1848365743,92.5339773644
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101005,GOVT. P/S - V BAIRABI,BAIRABI,"SDEO, Kolasib",Department of Education,Primary,Rural,24.1911652333,92.538889589
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101006,GOVT M/S - I BAIRABI,BAIRABI,"SDEO, Kolasib",Department of Education,Upper Primary only,Rural,24.1874051272,92.5336583178
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101007,GOVT. M/S - II BAIRABI,BAIRABI,"SDEO, Kolasib",Department of Education,Upper Primary only,Rural,24.1845435532,92.5328630933
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101008,R.M. ENG. MED. P/S (P) BAIRABI,BAIRABI,"SDEO, Kolasib",Pvt. Unaided,Primary,Rural,24.186824,92.536377
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101009,R.M. ENG. MED. M/S (P) BAIRABI,BAIRABI,"SDEO, Kolasib",Pvt. Unaided,Upper Primary only,Rural,24.186824,92.536377
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101012,LENHMUIKAWN P/S (SSA),BAIRABI,"SDEO, Kolasib",SSA                                                                        ,Primary,Rural,24.180582,92.540887
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101013,ZOPHAI P/S (SSA),ZOPHAI,"SDEO, Kolasib",SSA                                                                        ,Primary,Rural,24.246893,92.551139
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101014,ZOPHAI UPS (SSA),ZOPHAI,"SDEO, Kolasib",SSA                                                                        ,Upper Primary only,Rural,24.247009,92.551323
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101015,RAIL STATION UPS BAIRABI (SSA),BAIRABI,"SDEO, Kolasib",SSA                                                                        ,Upper Primary only,Rural,24.2006754281,92.5406187755
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101016,GREEN HILLS KIDS CARE SCHOOL,BAIRABI,"SDEO, Kolasib",Pvt. Unaided,Primary with Upper Primary,Urban,24.188666,92.537836
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101017,ST.VINCENT'S SCHOOL,BAIRABI,"SDEO, Kolasib",Pvt. Unaided,Primary with Upper Primary,Rural,24.182268,92.538759
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101019,"GOVT. HIGH SCHOOL, BAIRABI",BAIRABI,"DEO, KOLASIB",Department of Education,Secondary Only,Urban,24.184461,92.538513
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101020,LENHMUIKAWN UPS (SSA),BAIRABI,"SDEO, Kolasib",SSA                                                                        ,Upper Primary only,Urban,24.182290,92.537429
2015-16,Mizoram                       ,1502,KOLASIB,150201010,BAIRABI (LENHMUIKAWN),15020101021,"GREEN HILLS KIDS CARE SCHOOL, BAIRABI",BAIRABI,"DEO, KOLASIB",Pvt. Unaided,Secondary Only,Urban,24.18779,92.5381
2015-16,Mizoram                       ,1502,KOLASIB,150201011,PANGBALKAWN (S.CHHIMLUANG),15020101101,GOVT. P/S PANGBALKAWN,PANGBALKAWN,"SDEO, Kolasib",Department of Education,Primary,Rural,24.208387017,92.6067653178
2015-16,Mizoram                       ,1502,KOLASIB,150201011,PANGBALKAWN (S.CHHIMLUANG),15020101102,PANGBALKAWN M/S (ADHOC),PANGBALKAWN,"SDEO, Kolasib",ADHOC AIDED                                                                ,Upper Primary only,Rural,24.2064828927,92.6098947755
2015-16,Mizoram                       ,1502,KOLASIB,150201011,PANGBALKAWN (S.CHHIMLUANG),15020101104,S.CHHIMLUANG P/S,PANGBALKAWN,"SDEO, Kolasib",Church                                                                     ,Primary,Rural,24.236339,92.591509
2015-16,Mizoram                       ,1502,KOLASIB,150201011,PANGBALKAWN (S.CHHIMLUANG),15020101105,S CHHIMLUANG UPS (SSA),S.CHHIMLUANG,"SDEO, Kolasib",SSA                                                                        ,Upper Primary only,Rural,24.233087,92.590811
2015-16,Mizoram                       ,1502,KOLASIB,150201011,PANGBALKAWN (S.CHHIMLUANG),15020101108,MELANIE ENGLISH SCHOOL,PANGBALKAWN,"SDEO, Kolasib",Pvt. Unaided,Primary with Upper Primary,Rural,24.207286,92.606542
2015-16,Mizoram                       ,1502,KOLASIB,150201012,RENGTEKAWN,15020101201,GOVT. P/S - XII KOLASIB,RENGTEKAWN,"SDEO, Kolasib",Department of Education,Primary,Rural,24.24430127,92.68569857
2015-16,Mizoram                       ,1502,KOLASIB,150201012,RENGTEKAWN,15020101202,GOVT. TS LUAIA M/S RENGTEKAWN,RENGTEKAWN,"SDEO, Kolasib",Department of Education,Upper Primary only,Urban,24.24435508,92.68878311
2015-16,Mizoram                       ,1502,KOLASIB,150201012,RENGTEKAWN,15020101203,GOSEN P/S (SSA),RENGTEKAWN,"SDEO, Kolasib",SSA                                                                        ,Primary,Urban,24.24915579,92.69384176
2015-16,Mizoram                       ,1502,KOLASIB,150201012,RENGTEKAWN,15020101205,"RENGTEKAWN HIGH SCHOOL, KOLASIB (LUMPSUM)",RENGTEKAWN,"DEO, KOLASIB",LUMPSUM AIDED                                                              ,Secondary Only,Urban,24.243949,92.689409
2015-16,Mizoram                       ,1502,KOLASIB,150201012,RENGTEKAWN,15020101209,K/M. THANGA ENG. MED SCHOOL,RENGTEKAWN,"SDEO, Kolasib",Pvt. Unaided,Primary,Rural,24.242234,92.689402
2015-16,Mizoram                       ,1502,KOLASIB,150201013,COLLEGE VENG,15020101301,GOVT. P/S - IX KOLASIB,COLLEGE VENG,"SDEO, Kolasib",Department of Education,Primary,Urban,24.21913268,92.67643346
2015-16,Mizoram                       ,1502,KOLASIB,150201013,COLLEGE VENG,15020101302,GOVT. SELLUAII M/S KOLASIB,COLLEGE VENG,"SDEO, Kolasib",Department of Education,Upper Primary only,Urban,24.21894718,92.67635643
2015-16,Mizoram                       ,1502,KOLASIB,150201038,PROJECT VENG,15020103801,GOVT. P/S - XI KOLASIB,Project Veng,"SDEO, Kolasib",Department of Education,Primary,Urban,24.22067618,92.67246915
2015-16,Mizoram                       ,1502,KOLASIB,150201038,PROJECT VENG,15020103802,LTM UPS KOLASIB (SSA),Project Veng,"SDEO, Kolasib",SSA                                                                        ,Upper Primary only,Urban,24.221274,92.670112
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200101,GOVT. P/S - III KAWNPUI,KAWNPUI II,SDEO KAWNPUI,Department of Education,Primary,Rural, 24.039236, 92.670217
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200103,GOVT. P/S - V KAWNPUI,KAWNPUI II,SDEO KAWNPUI,Department of Education,Primary,Urban, 24.036264, 92.672959
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200104,GOVT. M/S - I KAWNPUI,KAWNPUI II,SDEO KAWNPUI,Department of Education,Upper Primary only,Urban, 24.041184, 92.672487
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200106,1st IR Bn M/S (ADHOC),KAWNPUI II,SDEO KAWNPUI,ADHOC AIDED                                                                ,Upper Primary only,Rural, 24.020211, 92.668522
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200107,ST. THOMAS P/S KAWNPUI (PVT),MUALVUM,SDEO KAWNPUI,Pvt. Unaided,Primary,Urban, 24.040697, 92.674329
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200108,ST. THOMAS M/S KAWNPUI (PVT),KAWNPUI II,SDEO KAWNPUI,Pvt. Unaided,Upper Primary only,Urban, 24.040697, 92.674329
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200109,1 IR BAT. ENG. MED P/S (P) MVM,KAWNPUI II,SDEO KAWNPUI,Pvt. Unaided,Primary,Rural, 24.022388, 92.668199
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200110,1 IR BAT. ENG. MED M/S (P) MVM,MUALVUM,SDEO KAWNPUI,Pvt. Unaided,Upper Primary only,Urban, 24.022388, 92.668199
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200111,PRESBY. ENG. MED P/S KNP (PVT),KAWNPUI II,SDEO KAWNPUI,Pvt. Unaided,Primary,Urban, 24.042612, 92.672929
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200112,PRESBY. ENG MED M/S KNP (PVT),KAWNPUI II,SDEO KAWNPUI,Pvt. Unaided,Upper Primary only,Urban, 24.042612, 92.672929
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200113,KANAAN UPS (SSA),KANAAN,SDEO KAWNPUI,SSA                                                                        ,Upper Primary only,Urban, 24.010570, 92.677465
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200115,CHANDMARI UPS (SSA),CHANMARI,SDEO KAWNPUI,SSA                                                                        ,Upper Primary only,Urban, 24.039236, 92.670217
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200116,KANAAN P/S (SSA),KANAAN,SDEO KAWNPUI,SSA                                                                        ,Primary,Urban, 24.010543, 92.677655
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200117,GOVT. P/S-IV KAWNPUI,KAWNPUI II,SDEO KAWNPUI,Department of Education,Primary,Urban, 24.040918, 92.672319
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200119,"NEW HIGH SCHOOL, KAWNPUI (LUMPSUM)",KAWNPUI II,"DEO, KOLASIB",LUMPSUM AIDED                                                              ,Secondary Only,Urban,24.040822,92.672628
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200120,KAWNPUI HIGHER SECONDARY SCHOOL (ADHOC),KAWNPUI II,"DEO, KOLASIB",ADHOC AIDED                                                                ,Higher Secondary only/Jr. College,Urban,24.051233,92.672867
2015-16,Mizoram                       ,1502,KOLASIB,150202001,KAWNPUI II,15020200121,GREEN HILLS HIGH SCHOOL KAWNPUI (ADHOC),KAWNPUI II,"DEO, KOLASIB",ADHOC AIDED                                                                ,Secondary Only,Urban,24.034021,92.669665
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200201,GOVT. P/S - I KAWNPUI,KAWNPUI I,SDEO KAWNPUI,Department of Education,Primary,Urban, 24.047969, 92.672832
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200202,GOVT. P/S - II KAWNPUI,KAWNPUI I,SDEO KAWNPUI,Department of Education,Primary,Urban, 24.043785, 92.672349
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200204,GOVT. M/S-III KAWNPUI,KAWNPUI I,SDEO KAWNPUI,Department of Education,Upper Primary only,Urban, 24.051575, 92.673097
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200205,GOVT. M/S-II KAWNPUI,KAWNPUI I,SDEO KAWNPUI,Department of Education,Upper Primary only,Urban, 24.044453, 92.673863
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200206,LITTLE ENGLAND P/S (PVT) KNP,KAWNPUI I,SDEO KAWNPUI,Pvt. Unaided,Primary with Upper Primary,Urban, 24.047153, 92.670338
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200209,ZOTLANG P/S (SSA),ZOTLANG,SDEO KAWNPUI,SSA                                                                        ,Primary,Urban, 24.068848, 92.681848
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200210,ZOTLANG UPS (SSA),ZOTLANG,SDEO KAWNPUI,SSA                                                                        ,Upper Primary only,Urban, 24.068848, 92.681848
2015-16,Mizoram                       ,1502,KOLASIB,150202002,KAWNPUI I,15020200212,"GOVT. HIGH SCHOOL, KAWNPUI",KAWNPUI I,"DEO, KOLASIB",Department of Education,Secondary Only,Urban,24.049357,92.672231
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200301,GOVT. P/S - I THINGDAWL,THINGDAWL,"SDEO, Kolasib",Department of Education,Primary,Rural,24.17601423,92.69537269
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200302,GOVT. P/S - II THINGDAWL,THINGDAWL,"SDEO, Kolasib",Department of Education,Primary,Rural,24.17546819,92.69472636
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200303,GOVT. P/S - III THINGDAWL,THINGDAWL,"SDEO, Kolasib",Department of Education,Primary,Rural,24.18183306,92.69639413
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200304,GOVT. P/S - V THINGDAWL,THINGDAWL,"SDEO, Kolasib",Department of Education,Primary,Rural,24.1587156,92.69374846
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200305,GOVT. M/S THINGDAWL,THINGDAWL,"SDEO, Kolasib",Department of Education,Upper Primary only,Rural,24.17564358,92.69297145
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200306,VENGTHAR GOVT. M/S THINGDAWL,THINGDAWL,"SDEO, Kolasib",Department of Education,Upper Primary only,Rural,24.16502879,92.69494768
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200308,GOVT.P/S IV THINGDAWL,THINGDAWL,"SDEO, Kolasib",Department of Education,Primary,Rural,24.16757908,92.69667136
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200309,PRESBYTERIAN ENG. MED. P/S,THINGDAWL,"SDEO, Kolasib",Church                                                                     ,Primary,Rural,24.175858,92.693976
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200310,PRESBYTERIAN ENG. MED. M/S,THINGDAWL,"SDEO, Kolasib",LUMPSUM AIDED                                                              ,Upper Primary only,Rural,24.22487403,92.67817497
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200311,SETHAWN UPS (SSA),SETHAWN,"SDEO, Kolasib",SSA                                                                        ,Upper Primary only,Rural,24.11884742,92.69017292
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200314,JNV,THINGDAWL,"SDEO, Kolasib",Central Govt.,Upper Primary only,Rural,24.15737538,92.69389272
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200315,"HOLY CHILD  ENGLISH ACADEMY, THINGDAWL",SETHAWN,"SDEO, Kolasib",Pvt. Unaided,Primary with Upper Primary,Rural,24.158599,92.693201
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200316,GOVT. SETHAWN P/S,SETHAWN,"SDEO, Kolasib",Department of Education,Primary,Rural,24.11896203,92.69011595
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200318,GOVT. THINGDAWL HIGH SCHOOL,THINGDAWL,"DEO, KOLASIB",Department of Education,Secondary Only,Rural,24.169279,92.695675
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200319,JNV (HIGH SCHOOL SECTION),THINGDAWL,"DEO, KOLASIB",Central Govt.,Secondary Only,Rural,24.157373,92.693842
2015-16,Mizoram                       ,1502,KOLASIB,150202003,THINGDAWL (SETHAWN),15020200320,JNV (HIGHER SECONDARY SECTION),THINGDAWL,"DEO, KOLASIB",Central Govt.,Higher Secondary only/Jr. College,Rural,24.157373,92.693842
2015-16,Mizoram                       ,1502,KOLASIB,150202004,BUALPUI `N,15020200401,GOVT. P/S BUALPUI,BUALPUI N,SDEO KAWNPUI,Department of Education,Primary,Rural, 24.094855, 92.682192
2015-16,Mizoram                       ,1502,KOLASIB,150202004,BUALPUI `N,15020200402,GOVT. R.L.KAMLALA M/S BUALPUI,BUALPUI N,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 24.099738, 92.685782
2015-16,Mizoram                       ,1502,KOLASIB,150202004,BUALPUI `N,15020200403,GOVT. NEPALI P/S BUALPUI,BUALPUI N,SDEO KAWNPUI,Department of Education,Primary,Rural, 24.100136, 92.686032
2015-16,Mizoram                       ,1502,KOLASIB,150202004,BUALPUI `N,15020200405,DISTRICT SPORTS ACADEMY UPS BUALPUI (SSA),BUALPUI N,SDEO KAWNPUI,SSA                                                                        ,Upper Primary only,Rural, 24.106562, 92.688108
2015-16,Mizoram                       ,1502,KOLASIB,150202004,BUALPUI `N,15020200407,BUALPUI NORTH RMSA SECONDARY SCHOOL,BUALPUI N,"DEO, KOLASIB",RMSA                                                                       ,Secondary Only,Rural,24.093598,92.684643
2015-16,Mizoram                       ,1502,KOLASIB,150202005,ZANLAWN,15020200501,GOVT. P/S ZANLAWN,ZANLAWN,SDEO KAWNPUI,Department of Education,Primary,Rural, 23.981460, 92.717896
2015-16,Mizoram                       ,1502,KOLASIB,150202005,ZANLAWN,15020200502,GOVT. M/S ZANLAWN,ZANLAWN,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 23.973700, 92.721307
2015-16,Mizoram                       ,1502,KOLASIB,150202005,ZANLAWN,15020200503,MOUNT SINAI,ZANLAWN,SDEO KAWNPUI,Pvt. Unaided,Primary with Upper Primary,Rural,23.971878,92.723245
2015-16,Mizoram                       ,1502,KOLASIB,150202006,SERKHAN,15020200601,GOVT. P/S SERKHAN,SERKHAN,SDEO KAWNPUI,Department of Education,Primary,Rural, 23.909778, 92.738454
2015-16,Mizoram                       ,1502,KOLASIB,150202006,SERKHAN,15020200602,GOVT. M/S SERKHAN,SERKHAN,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 23.909497, 92.738309
2015-16,Mizoram                       ,1502,KOLASIB,150202006,SERKHAN,15020200603,CEE TEE ACADEMY SERKHAN,SERKHAN,SDEO KAWNPUI,Pvt. Unaided,Primary with Upper Primary,Rural, 23.908313, 92.739018
2015-16,Mizoram                       ,1502,KOLASIB,150202006,SERKHAN,15020200605,"LALTHANHAWLA RMSA SECONDARY SCHOOL, SERKHAN",SERKHAN,"DEO, KOLASIB",RMSA                                                                       ,Secondary Only,Rural,23.915078,92.742113
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200701,GOVT. P/S - I LUNGDAI,LUNGDAI,SDEO KAWNPUI,Department of Education,Primary,Rural, 23.879711, 92.740349
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200702,GOVT. P/S - II LUNGDAI,LUNGDAI,SDEO KAWNPUI,Department of Education,Primary,Rural, 23.884248, 92.740059
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200703,GOVT. P/S - III LUNGDAI,LUNGDAI,SDEO KAWNPUI,Department of Education,Primary,Rural, 23.889682, 92.738148
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200704,GOVT. M/S - I LUNGDAI,LUNGDAI,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 23.877829, 92.742637
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200705,GOVT. M/S - II LUNGDAI,LUNGDAI,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 23.890560, 92.738828
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200708,PRESBYTERIAN ENGLISH MEDIUM SCHOOL,LUNGDAI,SDEO KAWNPUI,Church                                                                     ,Primary with Upper Primary,Rural, 23.883027, 92.741146
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200710,"GOVT. PM HIGH SCHOOL, LUNGDAI",LUNGDAI,"DEO, KOLASIB",Department of Education,Secondary Only,Rural,23.891509,92.739767
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200711,"SNOW WHITE HIGH SCHOOL, LUNGDAI (LUMPSUM)",LUNGDAI,"DEO, KOLASIB",LUMPSUM AIDED                                                              ,Secondary Only,Rural,23.8805945,92.7406832
2015-16,Mizoram                       ,1502,KOLASIB,150202007,LUNGDAI,15020200712,LUNGDAI HIGHER SECONDARY SCHOOL,LUNGDAI,"DEO, KOLASIB",Pvt. Unaided,Higher Secondary only/Jr. College,Rural,23.8916,92.739953
2015-16,Mizoram                       ,1502,KOLASIB,150202008,NISAPUI,15020200801,GOVT. P/S NISAPUI,NISAPUI,SDEO KAWNPUI,Department of Education,Primary,Rural, 23.932444, 92.754511
2015-16,Mizoram                       ,1502,KOLASIB,150202008,NISAPUI,15020200802,GOVT. M/S NISAPUI,NISAPUI,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 23.934405, 92.758463
2015-16,Mizoram                       ,1502,KOLASIB,150202008,NISAPUI,15020200804,TRINITY ENGLISH ACADEMY,NISAPUI,SDEO KAWNPUI,Pvt. Unaided,Primary with Upper Primary,Rural,23.931480,92.753807
2015-16,Mizoram                       ,1502,KOLASIB,150202008,NISAPUI,15020200806,GOVT. NISAPUI HIGH SCHOOL,NISAPUI,"DEO, KOLASIB",Department of Education,Secondary Only,Rural,23.936117,92.760279
2015-16,Mizoram                       ,1502,KOLASIB,150202009,LUNGMUAT,15020200901,GOVT. P/S LUNGMUAT,LUNGMUAT,SDEO KAWNPUI,Department of Education,Primary,Rural, 23.965427, 92.778961
2015-16,Mizoram                       ,1502,KOLASIB,150202009,LUNGMUAT,15020200902,GOVT. M/S LUNGMUAT,LUNGMUAT,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 23.963876, 92.778046
2015-16,Mizoram                       ,1502,KOLASIB,150202009,LUNGMUAT,15020200903,LUNGMUAT RMSA SECONDARY SCHOOL,LUNGMUAT,"DEO, KOLASIB",RMSA                                                                       ,Secondary Only,Rural,23.964617,92.779544
2015-16,Mizoram                       ,1502,KOLASIB,150202010,N.CHALTLANG,15020201001,GOVT. P/S - I N.CHALTLANG,N CHALTLANG,SDEO KAWNPUI,Department of Education,Primary,Rural, 24.016732, 92.767619
2015-16,Mizoram                       ,1502,KOLASIB,150202010,N.CHALTLANG,15020201002,GOVT. P/S - II N.CHALTLANG,N CHALTLANG,SDEO KAWNPUI,Department of Education,Primary,Rural, 24.030806, 92.770209
2015-16,Mizoram                       ,1502,KOLASIB,150202010,N.CHALTLANG,15020201003,GOVT. M/S  N.CHALTLANG,N CHALTLANG,SDEO KAWNPUI,Department of Education,Upper Primary only,Rural, 24.022776, 92.773636
2015-16,Mizoram                       ,1502,KOLASIB,150202010,N.CHALTLANG,15020201004,CONVENANT ENG MED,N CHALTLANG,SDEO KAWNPUI,Church                                                                     ,Primary with Upper Primary,Rural, 24.014007, 92.768129
2015-16,Mizoram                       ,1502,KOLASIB,150202010,N.CHALTLANG,15020201005,BAPTIST ENGLISH SCHOOL,N CHALTLANG,SDEO KAWNPUI,Church                                                                     ,Primary with Upper Primary,Rural, 24.014486, 92.768319
2015-16,Mizoram                       ,1502,KOLASIB,150202010,N.CHALTLANG,15020201006,LITTLE STAR ACD.,N CHALTLANG,SDEO KAWNPUI,Pvt. Unaided,Primary,Rural,24.025957,92.769039
2015-16,Mizoram                       ,1502,KOLASIB,150202010,N.CHALTLANG,15020201007,N.CHALTLANG RMSA SECONDARY SCHOOL,N CHALTLANG,"DEO, KOLASIB",RMSA                                                                       ,Secondary Only,Rural,24.016389,92.766947
2015-16,Mizoram                       ,1502,KOLASIB,150202011,BUKPUI,15020201101,GOVT. P/S  BUKPUI,BUKPUI,SDEO KAWNPUI,Department of Education,Primary,Rural,24.086145,92.794145
