ac_year,state_name,district_code,district_name,blkcd,blkname,clucd,cluname,vilcd,vilname,schcd,schname,schstatus,pancd,panname,habitcd,habname,municipalcd,munname,city,cityname,aconstcd,constname,edublkcd,blkname,schmgt_desc,schmgt,schcat,rururb,schcat_desc,rururb,schtype,pincd,disthq,distcrc,estdyear,lowclass,highclass,ppsec_yn,ppstudent,ppteacher,workdays,schres_yn,resitype,schshi_yn,noinspect,visitscrc,visitsbrc,conti_r,conti_e,tlm_r,tlm_e,funds_e,funds_r,osrc_e,osrc_r,tchsan,tchpos,parapos,ntpos,medinstr1,medinstr2,medinstr3,medinstr4,supvar1,supvar2,supvar3,supvar4,supvar5,schmntcgrant_r,schmntcgrant_e,tle_r,tle_e,postaladdr,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email,website,parasanct_ele,tchsanct_sec,tchposn_sec,parasanct_sec,paraposn_sec,tchsanct_hsec,tchposn_hsec,parasanct_hsec,paraposn_hsec,tchregu_upr,tchpara_upr,tchpart_upr,tchsanct_pr,parasanct_pr,ntsanct_sec,ntposn_sec,ntsanct_hsec,ntposn_hsec,anganwadi_yn,anganwadi_stu,anganwadi_tch,latdeg,latmin,latsec,londeg,lonmin,lonsec,approachbyroad,yearrecog,yearupgrd,cwsnsch_yn,visitsrtcwsn,distp,distu,dists,disth,meds1,meds2,meds3,meds4,medh1,medh2,medh3,medh4,boardsec,boardhsec,yearrecogs,yearrecogh,yearupgrds,yearupgrdh,schresupr_yn,schressec_yn,schreshsec_yn,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchsec,tchhsec,tchnr_clstaught,tchcwsntrnd,tchdisable,tchregu,tchcont,tchpart
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101006,DARLAK,15010100602,DARLAK GOVT. M/S,0,150101002,DARLAK,15010100601,DARLAK,1501,,1501,,1501005,HACHHEK,150101,MAMIT,Department of Education,1,4,1,Upper Primary only,Rural,3,796441,18,18,1992,5,8,2,0,0,0,2,5,2,2,12,1,7000,7000,2250,2250,0,0,22800,22800,0,0,0,1,25,98,98,98,,,,,,7500,7500,0,0,,,,9862740654,,,8974965523,,,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1995,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,8,12,7,7,4,0,0,0,0,0,0,0,0,5,3,8,0,8,0,0,0,0,8,3,5,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101006,DARLAK,15010100603,DARLAK LEILET P/S,0,150101002,DARLAK,15010100601,DARLAK,1501,,1501,,1501005,HACHHEK,150101,MAMIT,SSA                                                                        ,10,1,1,Primary,Rural,3,796441,18,18,2008,1,4,2,0,0,0,2,5,2,0,12,0,5000,5000,2240,2240,0,0,26000,26000,0,0,3,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9612612595,,,8974668835,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2008,0,2,0,0,1,1,0,,,,,,,,,5,5,,,,,9,0,0,0,0,17,7,10,10,11,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,3,0,3,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101006,DARLAK,15010100604,"EMMANUEL ENGLISH SCHOOL, DARLAK",0,150101002,DARLAK,15010100601,DARLAK,1501,,1501,,1501005,HACHHEK,150101,MAMIT,Pvt. Unaided,5,2,1,Primary with Upper Primary,Rural,3,796441,18,18,2005,1,8,1,33,1,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,98,98,98,,,,,,0,0,0,0,,,,9862438888,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2005,2005,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,17,16,3,6,9,2,4,2,3,2,2,6,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,0,0,0,3,0,3,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101006,DARLAK,15010100606,DARLAK RMSA SECONDARY SCHOOL,0,150101002,DARLAK,15010100601,DARLAK,,,,,1501005,HACHHEK,150101,MAMIT,Not Applicable,99,8,1,Secondary Only,Rural,0,796441,,,2011,9,10,2,,,,0,,2,,,,,,,,,,,,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9612297481,,,9862709750,,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,54,6,92,25,13,1,0,,2,0,0,0,0,0,,,,,,,,,2,5,2011,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,11,3,0,0,0,0,2,6,8,0,0,8,0,0,0,8,0,8,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100702,MAMIT GOVT. P/S-IV,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,1501,,1501,,1501001,MAMIT,150101,MAMIT,Department of Education,1,1,2,Primary,Urban,3,796441,0,0,1981,1,4,2,0,0,0,2,5,2,1,8,1,5680,5680,2500,2500,0,0,14900,14900,0,2,3,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9863371550,,,9862705817,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,8,6,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,5,2,3,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100703,MAMIT GOVT. P/S-VI,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,1501,,1501,,1501001,MAMIT,150101,MAMIT,Department of Education,1,1,2,Primary,Urban,3,796441,0,3,1997,1,4,2,0,0,0,2,5,2,3,12,1,5000,5000,2240,2240,0,0,12000,12000,0,1,4,0,25,98,98,98,,,,,,7500,7500,0,0,,,,8729918851,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1997,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,10,10,6,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,0,0,0,0,0,5,1,4,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100707,AGAPE GOVT. M/S-IV,0,150101011,NEW MAMIT,15010101203,NEW EDEN,1501,,1501,,1501001,MAMIT,150101,MAMIT,Department of Education,1,4,2,Upper Primary only,Urban,3,796441,0,0,1988,5,8,2,0,0,0,2,5,2,0,7,3,7000,7000,2250,2250,0,0,14000,14000,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,9612695186,,,,,,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,3,5,1,4,0,0,0,0,0,0,0,0,7,2,9,0,9,0,0,0,0,9,4,5,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100708,NALZAWL P/S,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,1501,,1501,,1501001,MAMIT,150101,MAMIT,SSA                                                                        ,10,1,1,Primary,Rural,3,796441,19,19,2003,1,4,2,0,0,0,2,5,2,0,7,0,5000,5000,2240,2240,0,0,47200,47200,0,0,2,0,25,98,98,98,,,,,,7500,7500,0,0,,,,,,,9612028648,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2003,2006,2,0,0,7,7,0,,,,,,,,,5,5,,,,,9,0,0,0,0,30,27,11,10,8,10,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100709,NALZAWL UPS,0,150101008,MAMIT CHHIMVENG,15010100701,NEW MAMIT,1501,,1501,,1501001,MAMIT,150101,MAMIT,SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,19,19,2005,5,8,2,0,0,0,2,5,2,0,7,0,7000,7000,2240,2240,0,0,14000,14000,0,0,0,0,25,98,98,98,,,,,,7500,7500,0,0,,,,,,,9436756300,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2005,2006,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,3,3,0,4,2,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,0,0,6,0,6,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100710,NEW MAMIT UPS,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,1501,,1501,,1501001,MAMIT,150101,MAMIT,SSA                                                                        ,10,4,2,Upper Primary only,Urban,2,796441,0,0,2008,6,8,2,0,0,0,1,4,2,0,7,1,7000,7000,2240,2240,0,0,32000,32000,0,0,0,1,25,98,98,98,,,,,,7500,7500,0,0,,,,9436351852,,,,,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2008,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,13,0,0,0,0,0,0,0,0,4,4,8,0,8,0,0,0,0,8,0,8,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100712,NEW MAMIT RMSA SECONDARY SCHOOL,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,,,,,1501001,MAMIT,150101,MAMIT,Not Applicable,99,8,2,Secondary Only,Urban,0,796441,,,2011,9,10,2,0,0,,0,5,2,,,,,,,,,,,,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9862694742,,,,,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,53,46,92,29,55,1,0,0,2,0,0,0,0,0,,,,,,,,,2,5,2011,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,14,0,0,0,0,5,3,8,0,0,8,0,0,0,8,0,8,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100713,ST. FRANCIS OF ASSISI HIGH SCHOOL,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,,,,,1507002,Lawngtlai West Constituency,150101,MAMIT,Not Applicable,99,8,2,Secondary Only,Urban,0,796441,,,2003,9,10,2,,,,0,,2,,,,,,,,,,,,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,0389,2565027,9612558663,,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,53,46,92,29,55,1,0,0,2,0,0,0,0,0,,,,,,,,,2,5,2009,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,18,13,0,0,0,0,2,2,4,0,0,4,0,0,0,4,0,4,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100714,NEW DIAMOND SCHOOL,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,,,,,1501001,MAMIT,150101,MAMIT,Pvt. Unaided,5,2,2,Primary with Upper Primary,Urban,3,79644,0,0,2012,1,8,1,53,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9612297925,,,,,,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,2,0,0,,,,,,,1,2013,,2,0,0,0,0,0,,,,,,,,,0,0,,,,,2,0,0,30,31,8,7,12,8,20,8,13,10,10,7,11,9,9,14,14,5,0,0,0,0,0,0,0,0,7,6,13,13,0,0,0,0,0,13,0,13,0
2013-14,Mizoram                       ,1501,MAMIT,150101,MAMIT,1501010005,NEW MAMIT,150101007,NEW MAMIT,15010100715,ST FRANCIS OF ASSISSI M/S MAMIT,0,150101011,NEW MAMIT,15010100701,NEW MAMIT,,,,,1501001,MAMIT,150101,MAMIT,Church                                                                     ,12,4,2,Upper Primary only,Urban,3,796441,0,0,2003,5,8,9,0,0,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9612558663,,,,,,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,9,0,0,,,,,,,1,2009,,2,0,0,0,0,0,,,,,,,,,0,0,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,42,33,41,34,31,27,22,14,0,0,0,0,0,0,0,0,4,5,9,0,9,0,0,0,0,9,9,0,0
