"code","Schname", "lat", "long", "Remarks"
"15030401012","KEIFANG COMPREHENSIVE GOVT. HIGH SCHOOL","23.675346605374255","92.96284317970276","Completed"
"15030401101","RULCHAWM P/S","23.664489","92.968808","Completed"
"15030401102","RULCHAWM M/S","23.663659","92.969659","Completed"
"15030401106","RULCHAWM GOVT. HIGH SCHOOL","23.66391373061069","92.96480655670166","Completed"
"15030401201","RUALLUNG P/S","23.653886","92.968545","Completed"
"15030401202","RUALLUNG M/S","23.654090","92.967526","Completed"
"15030401203","PRESBYTERIAN LITTLE ANGEL SCHOOL","23.65423897872674","92.96646416187286","Completed"
"15030401301","MUALPHENG P/S","23.609709","92.976336","Completed"
"15030401302","MUALPHENG M/S","23.608310","92.974834","Completed"
"15030401401","TAWIZO P/S","23.562012","92.959028","Completed"
"15030401402","TAWIZO M/S","23.561781","92.956359","Completed"
"15030401403","TAWIZO RMSA SECONDARY SCHOOL","23.561499051450202","92.96122312545776","Completed"
"15030401501","LENCHIM P/S","23.599266","92.931766","Completed"
"15030401502","LENCHIM M/S","23.599489","92.929692","Completed"
"15030401601","MAITE P/S","23.521595","92.991295","Completed"
"15030401602","MAITE M/S","23.520848","92.991178","Completed"
"15030401605","MAITE HIGH SCHOOL","23.520729185843354","92.99113512039185","Completed"
"15030401606","BLOOMING DALE ENGLISH MEDIUM","23.608725129530114","92.97624886035919","Completed"
"15030401801","BERAW UPS","23.728309467799665","92.76749655604362","Completed"
"15030401802","BERAWLUI P/S","23.72830455686861","92.76745766401291","Completed"
"15030401901","CALVARY P/S","23.758616208439147","92.74280413985252","Completed"
"15030401902","CALVARY M/S","23.758505738152216","92.74268478155136","Completed"
"15030500101","SAITUAL P/S - I","23.687611","92.961805","Completed"
"15030500102","SAITUAL P/S - II","23.693109","92.964098","Completed"
"15030500103","SAITUAL P/S - III","23.690067","92.964831","Completed"
"15030500104","SAITUAL P/S - IV","23.698568","92.966506","Completed"
"15030500106","SAITUAL M/S - I","23.690709","92.966490","Completed"
"15030500107","SAITUAL M/S - II","23.682708","92.964848","Completed"
"15030500108","SAITUAL M/S - III","23.698603","92.966167","Completed"
"15030500109","WILLIAM BOOTH M/S, SAITUAL","23.692889","92.972682","Completed"
"15030500110","PRESBY. ENG. SCHOOL","23.85053176303207","93.04801672697067","Completed"
"15030500111","ROSE BUD ENG. SCHOOL","23.686665492542513","92.96417623758316","Completed"
"15030500114","OXFORD ENG. SCHOOL","23.687554651764238","92.96233892440796","Completed"
"15030500119","SAITUAL GOVT. HIGH SCHOOL","23.695050858443803","92.96521961688995","Completed"
"15030500120","ROSEBUD ENGLISH SCHOOL","23.74631660738512","92.72510826587677","Completed"
"15030500121","SAITUAL GOVT. HIGHER SECONDARY SCHOOL","23.694775775897156","92.9656434059143","Completed"
"15030500122","SAITUAL RMSA  SECONDARY SCHOOL","23.687702025636046","92.96176493167877","Completed"
"15030500201","SIHFA P/S - I","23.738580","92.980409","Completed"
"15030500202","SIHFA P/S - II","23.733296","92.981398","Completed"
"15030500203","SIHFA M/S","23.741040","92.980658","Completed"
"15030500206","SIHFA GOVERNMENT HIGH SCHOOL","23.74100606127908","92.98067450523376","Completed"
"15030500301","DILKHAN P/S","23.743828","92.961798","Completed"
"15030500302","DILKHAN UPS","23.743784","92.961832","Completed"
"15030500401","TUALBUNG P/S","23.768730","92.946643","Completed"
"15030500402","TUALBUNG M/S","23.771999","92.947582","Completed"
"15030500501","BUHBAN P/S","23.817316662908972","92.95993030071259","Completed"
"15030500502","BUHBAN M/S","23.816987855192263","92.96046406030655","Completed"
"15030500503","BUHBAN RMSA SECONDARY SCHOOL","23.817012393110335","92.96413064002991","Completed"
"15030500601","N.LUNGPHER P/S","23.787514468457562","92.97341644763947","Completed"
"15030500602","N.LUNGPHER M/S","23.788172232292926","92.97301948070526","Completed"
"15030500605","N.LUNGPHER HIGH SCHOOL","23.786871427460596","92.9748809337616","Completed"
"15030500701","THANGLAILUNG P/S","23.81707373788521","93.05338382720947","Completed"
"15030500704","T. LALDENGA M/S","23.817679822702708","93.05374324321747","Completed"
"15030500707","THANGLAILUNG HIGH SCHOOL","23.813581947161584","93.05280447006226","Completed"
"15030500801","PHULLEN P/S - I","23.850762359632242","93.05014371871948","Completed"
"15030500802","PHULLEN P/S - II","23.848682069074925","93.04313778877258","Completed"
"15030500803","PHULLEN M/S - I","23.847906857921835","93.03858876228333","Completed"
"15030500804","PHULLEN M/S - II","23.851424709286988","93.04998278617859","Completed"
"15030500805","PRESBY. ENG. SCHOOL","23.85053176303207","93.04801672697067","Completed"
"15030500806","CHRISTIAN CHILDREN SCHOOL","23.850992955822097","93.04853975772858","Completed"
"15030500810","NATIONAL GOVT. HIGH SCHOOL","23.853544205432737","93.04356157779694\n","Completed"
"15030500901","LUANGPAWN P/S","23.856934345941813","93.08586806058884","Completed"
"15030500902","LUANGPAWN M/S","23.856440","93.086405","Completed"
"15030501001","ZAWNGIN P/S","23.89694699675791","93.01582753658295","Completed"
"15030501002","ZAWNGIN M/S","23.901365926386898","93.01367104053497","Completed"
"15030501101","PHUAIBUANG P/S - I","23.925640370042803","93.12388300895691","Completed"
"15030501102","PHUAIBUANG P/S - II","23.9268171968367","93.11993479728699","Completed"
"15030501104","PHUAIBUANG M/S - I","23.92584141204631","93.11866879463196","Completed"
"15030501105","PHUAIBUANG M/S - II","23.92759438698501","93.12403053045273","Completed"
"15030501107","PRESBY. ENG. SCHOOL","23.92717269448806","93.11944931745529","Completed"
"15030501110","PHUAIBUANG GOVT. HIGH SCHOOL","23.926140522740603","93.12502562999725\n","Completed"
"15030501201","KHAWLIAN P/S - I","23.99969088770644","93.12642574310303","Completed"
"15030501202","KHAWLIAN P/S - II","23.991550648157496","93.12692999839783","Completed"
"15030501204","KHAWLIAN M/S - I","23.997848229552524","93.12418341636658","Completed"
"15030501205","KHAWLIAN M/S - II","23.989864706385145","93.12593758106232","Completed"
"15030501206","RIMAWII CHRISTIAN SCHOOL","23.998299095155783","93.12610119581223","Completed"
"15030501210","KHAWLIAN GOVT. HIGH SCHOOL","24.00286402042726","93.12521874904633","Completed"
"15030501211","RIMAWII ENGLISH SCHOOL","23.998308896564406","93.12610387802124","Completed"
"15030501301","N.E.TLANGNUAM P/S","24.01654802445304","93.13047051429749","Completed"
"15030501302","N.E.TLANGNUAM M/S","24.01620992336359","93.1304007768631","Completed"
"15030501303","GRACE MODEL SCHOOL","24.01825811634357","93.13395604491234","Completed"
"15030501304","N.E TLANGNUAM RMSA SECONDARY SCHOOL","24.015847321207282","93.13037931919098\n","Completed"
"15030501401","DAIDO P/S","24.044568123485494","93.14759910106659","Completed"
"15030501402","DAIDO M/S","24.043402170228994","93.14633846282959","Completed"
"15030501404","PRESBYTERIAN ENGLISH SCHOOL","24.044411357277056","93.14723163843155","Completed"
"15030600101","CHANMARI M/S","23.74227295185928","92.71859183907509","Completed"
"15030600102","CHANMARI P/S","23.74221648219268","92.71840408444405","Completed"
"15030600103","NEUHOF SCHOOL","23.739528006696812","92.71681487560272","Completed"
"15030600105","ROYAL ENGLISH ACADEMY","23.74262404532413","92.71803930401802","Completed"
"15030600109","ROYAL ENGLISH ACADEMY","23.742081445934154","92.71734058856964","Completed"
"15030600110","STAINES MEMORIAL SCHOOL","23.741150919546808","92.71950781345367","Completed"
"15030600111","VINCENT SCHOOL","23.737254421564007","92.74169504642487","Completed"
"15030600112","STAINES MEMORIAL SCHOOL H.S.S.","23.74108708371987","92.7194407582283","Completed"
"15030600113","NEUHOF ENGLISH MEDIUM SCHOOL","23.73864902276455","92.7168282866478","Completed"
"15030600201","CHANMARI WEST M/S","23.743908106370284","92.71624222397804","Completed"
"15030600202","LM P/S","23.740745807037513","92.71455377340317","Completed"
"15030600204","SPRINGDALE SCHOOL","23.743593844033676","92.71695032715797","Completed"
"15030600205","NEW HORIZON SCHOOL","23.744006313194994","92.71826192736626","Completed"
"15030600206","CHANMARI WEST P/S ","23.743888464996463","92.71651580929756","Completed"
"15030600207","LODESTAR SCHOOL","23.74351773350998","92.71574333310127","Completed"
"15030600210","NEW HORIZON SCHOOL OF EDUCATION","23.74376079599441","92.71815061569214","Completed"
"15030600211","CHANMARI WEST HIGH SCHOOL","23.74218701974821","92.71507680416107","Completed"
"15030600212","SPRINGDALE SCHOOL","23.74359629921112","92.71710455417633","Completed"
"15030600213","NEW HORIZON SCHOOL OF EDUCATION HIGHER SECTION","23.743814809818243","92.7180889248848","Completed"
"15030600301","DINTHAR M/S I","23.72965505593543","92.71176293492317","Completed"
"15030600302","DINTHAR M/S II","23.730264003664697","92.71133914589882","Completed"
"15030600303","GARIGOAN P/S","23.729903055152395","92.71187290549278","Completed"
"15030600304","DINTHAR P/S I","23.72938004635095","92.71158322691917","Completed"
"15030600305","DINTHAR P/S II","23.733905353492286","92.71347686648369","Completed"
"15030600306","HERMON SCHOOL","23.731636581056012","92.71136730909348","Completed"
"15030600307","MT.CARETH SCHOOL","23.7307820980814","92.71153897047043","Completed"
"15030600310","DINTHAR GOVT. HIGH SCHOOL","23.72956420461902","92.7117133140564","Completed"
"15030600311","HERMON SCHOOL","23.731624304041457","92.71136462688446","Completed"
"15030600401","DAWRPUI VENGTHR M/S","23.734381692471633","92.71439284086227","Completed"
"15030600402","DAWRPUI VENGTHAR P/S","23.736871394677706","92.71336555480957","Completed"
"15030600403","GABRIEL MEMORIAL SCHOOL","23.735921188502218","92.71361634135246","Completed"
"15030600404","PRESBY. ENG. SCHOOL","23.73766691079769","92.7139100432396","Completed"
"15030600406","LIVING STONE","23.73452410275623","92.71487563848495","Completed"
"15030600410","K.M. GOVT. HIGH SCHOOL","23.73601694602768","92.71196007728577","Completed"
"15030600411","K.M. GOVT HIGHER SECONDARY SCHOOL","23.73616672047766","92.7115872502327","Completed"
"15030600501","HUNTHAR M/S ","23.744327940027524","92.71248176693916","Completed"
"15030600502","HUNTHAR P/S","23.744126616454334","92.71268293261528","Completed"
"15030600504","LITTLE LIGHT SCHOOL","23.740593582617482","92.71385103464127","Completed"
"15030600601","EDENTHAR M/S","23.7548135217427","92.71808356046677","Completed"
"15030600602","EDENTHAR P/S","23.75582005388629","92.71732583642006","Completed"
"15030600605","KIDS\' PARADISE SCHOOL","23.751818428846704","92.7177844941616","Completed"
"15030600701","TBL M/S","23.722389","92.716488","Completed"
"15030600702","KHATLA P/S I","23.720604","92.717040","Completed"
"15030600703","KHATLA NEPALI P/S","23.718988187622607","92.7181439101696","Completed"
"15030600704","KHATLA NEPALI M/S","23.719162538019596","92.71812245249748","Completed"
"15030600705","LALMALSAWMA MEMORIAL SCHOOL","23.722119","92.716961","Completed"
"15030600706","GRACELAND SCHOOL","23.719750","92.715551","Completed"
"15030600710","ALMA HIGHER SECONDARY SCHOOL","23.71970768846115","92.71471738815308","Completed"
"15030600711","LR HIGHER SECONDARY SCHOOL HSS SECTION","23.72067029088304","92.71625429391861","Completed"
"15030600712","GORKHA GOVT. HIGH SCHOOL","23.718882595015327","92.71805942058563","Completed"
"15030600713","JL GOVERNMENT HIGH SCHOOL","23.722020869036132","92.71652787923813","Completed"
"15030600714","JL GOVT. HIGHER SECONDARY SCHOOL","23.721942290326943","92.71652787923813","Completed"
"15030600715","ALMA HIGHER SECONDARY SCHOOL (H/S SECTION)","23.719611918954016","92.71467983722687","Completed"
"15030600717","SAVIOUR HIGH SCHOOL","23.72106809899241","92.71704822778702","Completed"
"15030600718","CHRIST KING HIGHER SECONDARY SCHOOL","23.722092080950578","92.71751761436462","Completed"
"15030600719","LR HIGHER SECONDARY SCHOOL HS SECTION","23.720739047926934","92.71623820066452","Completed"
"15030600801","THANBUKA M/S","23.719263","92.716299","Completed"
"15030600802","KHATLA P/S II","23.717203","92.716345","Completed"
"15030600803","NEW ATLANTIS SCHOOL","23.71723239246238","92.71082282066345","Completed"
"15030600901","KULIKAWN M/S","23.707610706484374","92.71524041891098","Completed"
"15030600902","KULIKAWN P/S","23.70777279282911","92.71550863981247","Completed"
"15030600903","GEROGE MEMORIAL SCHOOL","23.710746795926568","92.72032052278519","Completed"
"15030600906","KULIKAWN GOVT. HIGH SCHOOL","23.707330738687364","92.71548449993134","Completed"
"15030601001","LUNGLENG I M/S","23.662272660080212","92.66587972640991","Completed"
"15030601002","LUNGLENG I P/S","23.662115430684707","92.66471028327942","Completed"
"15030601003","LUNGLENG I ENG. MEDIUM SCHOOL","23.661742010112683","92.66895353794098","Completed"
"15030601010","LUNGLENG GOVT. HIGH SCHOOL","23.663660692635446","92.66208976507187","Completed"
"15030601101","MELTHUM M/S","23.686822692403453","92.72135853767395","Completed"
"15030601102","MELTHUM P/S","23.691316","92.718453","Completed"
"15030601103","F.THANGMAWIA MEMORIAL SCHOOL","23.69105228012397","92.7198189496994","Completed"
"15030601201","MISSION VENGTHLNAG M/S","23.71290051141699","92.7134969830513","Completed"
"15030601202","MISSION VENGTHLANG P/S","23.713082237209036","92.71371692419052","Completed"
"15030601203","VANA MEMORIAL SCHOOL","23.714737","92.713979","Completed"
"15030601207","SYNOD HIGHER SECONDARY SCHOOL","23.712060640278434","92.71329581737518","Completed"
"15030601208","SYNOD HIGH SCHOOL","23.711768403146344","92.71353989839554","Completed"
"15030601209","LIVING WATER SCHOOL","23.713155909755297","92.70962119102478","Completed"
"15030601301","BOYS M/S","23.71747427613666","92.71883592009544","Completed"
"15030601302","BOYS P/S","23.71773334901611","92.7183786034584","Completed"
"15030601303","MODEL COMP. P/S","23.712573","92.718090","Completed"
"15030601304","MODEL COMP. M/S","23.71252634051703","92.7180953644181","Completed"
"15030601305","TINY TOTS SCHOOL","23.720369","92.718095","Completed"
"15030601307","MHIP SCHOOL","23.713878","92.717889","Completed"
"15030601309","GOSPEL CENTENARY SCHOOL","23.713862","92.719186","Completed"
"15030601313","ENGLISH CONGREGATION SCHOOL","23.715280","92.719066","Completed"
"15030601314","PC GIRLS SCHOOL","23.716466219893434","92.71766647696495","Completed"
"15030601315","PC GIRLS P/S","23.716382726456903","92.71788105368614","Completed"
"15030601322","GOODWILL FOUNDATION SCHOOL","23.718185190531635","92.71783411502838","Completed"
"15030601325","MAMAWII GOVT. HIGH SCHOOL","23.712915245950107","92.71892040967941","Completed"
"15030601326","CHRIST KING SCHOOL","23.722025780203936","92.7175310254097","Completed"
"15030601327","COMPREHENSIVE GOVT MODEL HIGH SCHOOL","23.712772812060297","92.71811038255692","Completed"
"15030601328","MAMAWII GOVT. HIGHER SECONDARY SCHOOL","23.71268931625947","92.71899819374084","Completed"
"15030601329","HIGHLANDER HIGHER SECONDARY SCHOOL","23.720520498626037","92.71764099597931","Completed"
"15030601330","OIKOS HIGHER SECONDARY SCHOOL","23.720031830886548","92.7182874083519","Completed"
"15030601331","P.G HIGH SCHOOL","23.719413012829765","92.71829009056091","Completed"
"15030601332","TINY TOTS SCHOOL, HS SECTION","23.719221473312295","92.71959364414215","Completed"
"15030601333","HIGHLANDER HIGHER SECONDARY SCHOOL (HIGH SCHOOL SEC.)","23.720503309339644","92.71768122911453","Completed"
"15030601334","TINY TOTS HIGHER SECONDARY SCHOOL","23.71920673949165","92.71969556808472","Completed"
"15030601335","OIKOS ENGLISH SCHOOL","23.720098","92.718306","Completed"
"15030601336","GOODWILL FOUNDATION SCHOOL P/S & M/S","23.718076","92.717950","Completed"
"15030601337","MHIP SCHOOL P/S","23.713878","92.717889","Completed"
"15030601338","BOSTON HSS","23.71509348278447","92.71886140108109","Completed"
"15030601401","N LUNGLENG M/S","23.661766577288347","92.67062723636627","Completed"
"15030601402","N LUNGLENG P/S","23.659992815341578","92.67166256904602","Completed"
"15030601501","SAIKHAMAKAWN M/S","23.693420","92.716816","Completed"
"15030601502","SAIKHAMAKAWN P/S","23.693391","92.718228","Completed"
"15030601503","CANDID ENGLISH SCHOOL","23.69370982555439","92.71822571754456","Completed"
"15030601601","SAMTLANG M/S I","23.66015496078463","92.70843029022217","Completed"
"15030601602","SAMTLANG P/S","23.66040063531527","92.7087414264679","Completed"
"15030601608","SAMTLANG HIGH SCHOOL","23.656656505388803","92.70167112350464","Completed"
"15030601701","HLIMEN M/S I","23.68704621062992","92.71948367357254","Completed"
"15030601702","HLIMEN M/S II","23.685970372139383","92.71785825490952","Completed"
"15030601703","HLIMEN P/S I","23.686066166336985","92.71777510643005","Completed"
"15030601704","HLIMEN P/S II","23.686532855012693","92.71994769573212","Completed"
"15030601705","HLIMEN P/S III","23.679240039839105","92.71544963121414","Completed"
"15030601706","PRESBY. ENG. SCHOOL","23.684248520863225","92.71452963352203","Completed"
"15030601709","HLIMEN GOVERNMENT HIGH SCHOOL","23.6849927760545","92.71930664777756","Completed"
"15030601801","VZBM M/S","23.705582154292703","92.7054101228714","Completed"
"15030601802","TLANGNUAM P/S I","23.705385682671672","92.71602094173431","Completed"
"15030601803","TLANGNUAM P/S II","23.704894502324912","92.71516263484955","Completed"
"15030601804","TLANGNUAM P/S III","23.703917047934528","92.70491927862167","Completed"
"15030601805","MARY MOUNT SCHOOL","23.707237415954868","92.71746933460236","Completed"
"15030601808","ST. PAULS HIGHER SECONDARY SCHOOL","23.70590878770797","92.71681219339371","Completed"
"15030601809","ST. PAULS HIGHER SECONDARY SCHOOL (H/S SECTION)","23.705631272151745","92.71669283509254","Completed"
"15030601810","MARY MOUNT SCHOOL M/S","23.707281621468056","92.71762490272522","Completed"
"15030601901","TUIKUAL NORTH M/S","23.729645234174505","92.71505266427994","Completed"
"15030601902","TUIKUAL P/S I","23.729966896458667","92.7162703871727","Completed"
"15030601903","TUIKUAL P/S II","23.7296329569724","92.71324351429939","Completed"
"15030601904","MORIAH ENG. SCHOOL","23.731098846734078","92.71525382995605","Completed"
"15030601905","PRESBY. ENG. SCHOOL","23.72917133333258","92.71637231111526","Completed"
"15030601908","R.M. GOVT. HIGH SCHOOL","23.72929410573681","92.71310806274414","Completed"
"15030601909","OASIS SCHOOL ( HIGH SCHOOL )","23.72479073828096","92.7174961566925","Completed"
"15030601910","OASIS SCHOOL ( H.S.S.)","23.724844759968445","92.71748542785645","Completed"
"15030602001","TUIKUAL SOUTH M/S","23.72786993873832","92.71557167172432","Completed"
"15030602002","TUIKUAL P/S III","23.724928247986853","92.71574467420578","Completed"
"15030602003","NORTH POINT SCHOOL","23.727265890794666","92.7169731259346","Completed"
"15030602007","PINE MOUNT HIGHER SECONDARY SCHOOL","23.728724440804655","92.71682024002075","Completed"
"15030602008","TUIKUAL SOUTH HIGH SCHOOL","23.727823284728604","92.71554619073868","Completed"
"15030602009","PINE MOUNT HIGHER SECONDARY SCHOOL (H/S SECTION)","23.72874408446446","92.71687388420105","Completed"
"15030602101","ZOHNUAI P/S","23.742405532719452","92.70571321249008","Completed"
"15030602102","VAIVAKAWN M/S","23.738742323016343","92.7128478884697","Completed"
"15030602103","LITTLE DIAMOND ACADEMY","23.738452600963438","92.70985454320908","Completed"
"15030602104","NEW AGE SCHOOL","23.738570454079643","92.711730748415","Completed"
"15030602106","CHHINLUNG ACADEMY","23.73719549442402","92.71234229207039","Completed"
"15030602107","ST. SALVIUS SCHOOL","23.73856799880748","92.710290402174","Completed"
"15030602108","CHHINLUNG ACADEMY M/S","23.737224957997334","92.71243616938591","Completed"
"15030602111","ST SALVIUS SCHOOL","23.7387153150556","92.71099984645844","Completed"
"15030602112","NEW AGE ACADEMY","23.738577819895863","92.71156847476959","Completed"
"15030602113","HELEN LOWRY HIGHER SECONDARY SCHOOL","23.73789770777535","92.70918130874634","Completed"
"15030602114","VAIVAKAWN HIGH SCHOOL","23.738727591402085","92.71305978298187","Completed"
"15030602115","HELEN LOWRY HIGHER SECONDARY SCHOOL (H/S SECTION)","23.73780931749177","92.70945489406586","Completed"
"15030602116","ST SALVIUS SCHOOL ( H.S.S )","23.738587640983503","92.71032392978668","Completed"
"15030700101","AIBAWK P/S - I","23.559163363167446","92.70715892314911","Completed"
"15030700103","AIBAWK M/S ","23.554858212085144","92.70513653755188","Completed"
"15030700104","PRES. ENGLISH SCHOOL","23.558243828179616","92.70544767379761","Completed"
"15030700106","PRES. ENGLISH SCHOOL M/S","23.558297918651142","92.70545840263367","Completed"
"15030700110","AIBAWK HIGH SCHOOL","23.560899152317006","92.7062577009201","Completed"
"15030700201","CHAWILUNG P/S","23.454913418874003","92.8056210932541","Completed"
"15030700202","CHAWILUNG M/S","23.45443631522909","92.80605800000001","Completed"
"15030700301","CHAMRING P/S","23.427494","92.762368","Completed"
"15030700302","CHAMRING M/S","23.427483","92.762359","Completed"
"15030700401","FALKAWN P/S ","23.623502","92.724504","Completed"
"15030700402","FALKAWN M/S","23.622723","92.723978","Completed"
"15030700404","GOOD SAMARITAN ENGLISH SCHOOL","23.624920456317863","92.72629380226135","Completed"
"15030700407","FALKAWN GOVT.HIGH SCHOOL","23.623677001416432","92.72442698478699","Completed"
"15030700501","HMUIFANG P/S","23.448376","92.760558","Completed"
"15030700502","NEIHLAIA MEM. M/S","23.450660","92.757452","Completed"
"15030700503","MOUNT HERMON SCHOOL","23.443642611746426","92.76178747415543","Completed"
"15030700504","MOUNT HERMON M/S","23.44361554296983","92.76177942752838","Completed"
"15030700601","HUALNGOHMUN P/S","23.657327","92.726799","Completed"
"15030700602","HUALNGOHMUN M/S","23.653298","92.726927","Completed"
"15030700701","KELSIH P/S","23.636702","92.722317","Completed"
"15030700702","KELSIH M/S","23.638020","92.724929","Completed"
"15030700801","LAMCHHIP P/S","23.435537","92.779578","Completed"
"15030700802","LAMCHHIP M/S","23.435286","92.779822","Completed"
"15030700805","H.ROTLUANGA MEMORIAL HIGH SCHOOL","23.43441183748243","92.78227150440216","Completed"
"15030700901","LUNGSAI P/S","23.500452663554103","92.70141363143921","Completed"
"15030700902","LUNGSAI UPS","23.500460042768946","92.70140290260315","Completed"
"15030701001","LUNGSEI P/S","23.451450491862833","92.68192872405052","Completed"
"15030701002","LUNGSEI UPS","23.451502165548483","92.68193945288658","Completed"
"15030701101","MAUBUANG P/S","23.4955527736687","92.70705163478851","Completed"
"15030701102","MAUBUANG M/S","23.495909448508062","92.70685851573944","Completed"
"15030701201","MELRIAT P/S","23.650336","92.726334","Completed"
"15030701202","MELRIAT M/S","23.650430","92.726110","Completed"
"15030701203","MONFORT ENG. SCHOOL","23.651838","92.726678","Completed"
"15030701204","MONFORT ENG. SCHOOL P/S","23.651838","92.726678","Completed"
"15030701207","MELRIAT GOVT. HIGH SCHOOL","23.641315263461312","92.72423923015594\n","Completed"
"15030701301","MUALLUNGTHU P/S - I","23.616851","92.719448","Completed"
"15030701302","MUALLUNGTHU P/S - II","23.61045020376448","92.71935882209016","Completed"
"15030701303","MUALLUNGTHU M/S","23.616733","92.719060","Completed"
"15030701304","PRES. ENGLISH SCHOOL","23.61432859499169","92.71831154823303","Completed"
"15030701401","PHULPUI P/S - I","23.533541826154682","92.73686170578003","Completed"
"15030701403","PHULPUI M/S","23.530288","92.729002","Completed"
"15030701406","LALDENGA MEMORIAL HIGH SCHOOL","23.530290829006923","92.72899746894836","Completed"
"15030701501","SAILAM P/S ","23.349958881093336","92.79687479138374","Completed"
"15030701502","SAILAM M/S","23.348796557526104","92.7982346713543","Completed"
"15030701505","BENGKHUAIA HIGH SCHOOL","23.35224409774785","92.79516220092773","Completed"
"15030701601","SAMLUKHAI P/S - I","23.413265496687405","92.73329973220825","Completed"
"15030701602","SAMLUKHAI P/S - II","23.412394171304353","92.72838860750198","Completed"
"15030701603","SAMLUKHAI M/S","23.41260831112517","92.73289605975151","Completed"
"15030701606","SAMLUKHAI GOVT. HIGH SCHOOL","23.412103728234978","92.73040294647217","Completed"
"15030701701","SATEEK P/S","23.542748450209473","92.70403683185577","Completed"
"15030701702","SATEEK M/S","23.543997589930555","92.70443916320801","Completed"
"15030701703","ST FRANSIS DE SALES SCHOOL","23.53494351723506","92.6991605758667","Completed"
"15030701706","SATEEK GOVT. HIGH SCHOOL","23.551113525676286","92.70528674125671","Completed"
"15030701801","SIALSUK P/S - I","23.395749278318462","92.74956464767456","Completed"
"15030701802","SIALSUK P/S - II","23.397551222225463","92.74789899587631","Completed"
"15030701803","SIALSUK P/S - III","23.396263770268288","92.75423035025597","Completed"
"15030701805","SIALSUK M/S - I","23.395892056189126","92.74826377630234","Completed"
"15030701806","SIALSUK M/S - II","23.397654611705832","92.74766832590103","Completed"
"15030701807","PRES. ENGLISH SCHOOL","23.398402952204613","92.74941444396973","Completed"
"15030701808","PRES ENGLISH M/S","23.398402952204613","92.74941444396973","Completed"
"15030701811","SIALSUK GOVT. HIGH SCHOOL","23.39489753127107","92.74823427200317","Completed"
"15030701902","SUMSUIH P/S - II","23.470780","92.744004","Completed"
"15030701903","SUMSUIH M/S","23.470951","92.743691","Completed"
"15030701905","SUMSUIH P/S - I","23.478256","92.747710","Completed"
"15030701908","SUMSUIH GOVT. HIGH SCHOOL","23.474977151709684","92.74614214897156","Completed"
"15030702001","TACHHIP P/S ","23.584615208315657","92.71667003631592","Completed"
"15030702002","SEVENPHUL P/S","23.576515305967483","92.71269500255585","Completed"
"15030702003","TACHHIP M/S","23.580173229677275","92.71478176116943","Completed"
"15030702006","TACHHIP HIGH SCHOOL","23.577946038264393","92.71218001842499","Completed"
"15030702101","THIAK P/S - I","23.47015012420991","92.71432310342789","Completed"
"15030702103","THIAK M/S","23.471527887070348","92.7132260799408","Completed"
"15030702104","THIAK P/S - II","23.47015012420991","92.71432310342789","Completed"
"15030702107","AWITHANGPA GOVT. HIGH SCHOOL","23.47252675614861","92.71310269832611","Completed"
"15030800102","HOLY MISSION","23.720046564614016","92.71394491195679","Completed"
"15030800103","ROYAL STANDARD","23.72154694047744","92.7054825425148","Completed"
"15030800104","SS MEMORIAL","23.719913961006913","92.70981431007385","Completed"
"15030800105","SUMMER DALE","23.720464019533697","92.71072089672089","Completed"
"15030800108","BUNGKAWN GOVT. HIGH SCHOOL","23.719405645930493","92.70774498581886","Completed"
"15030800109","HOLYLAND ACADEMY","23.720994430915567","92.70709991455078","Completed"
"15030800201","BUNGKAWN P/S II","23.72236465033245","92.70844772458076","Completed"
"15030800202","BUNGKAWN M/S II","23.722308172038865","92.70830690860748","Completed"
"15030800301","BUNGKAWN P/S I","23.7180894199064","92.70955815911293","Completed"
"15030800302","NURSERY VENGTHLANG P/S","23.71671178851463","92.7084530889988","Completed"
"15030800303","BUNGKAWN M/S I","23.71823430364555","92.70864889025688","Completed"
"15030800401","CHAWLHHMUN P/S","23.746117742015787","92.69143581390381","Completed"
"15030800402","CHAWLHHMUN M/S","23.746132472794297","92.69143044948578","Completed"
"15030800403","ST. JAMES ENG. SCHOOL","23.747929615271513","92.69009068608284","Completed"
"15030800407","CHAWLHHMUN HIGH SCHOOL","23.74427147125181","92.68679022789001","Completed"
"15030800408","ST. JAMES SCHOOL","23.748641591088106","92.68925786018372","Completed"
"15030800501","TUIVAMIT P/S","23.745064487033755","92.68297478556633","Completed"
"15030800502","TUIVAMIT UPS","23.744998197973757","92.68298283219337","Completed"
"15030800601","CENTRAL JAIL P/S","23.749162067497977","92.6763953268528","Completed"
"15030800602","CENTRAL JAIL M/S","23.74912278633207","92.6764489710331","Completed"
"15030800701","CHAWNPUI P/S","23.73372365672182","92.70484417676926","Completed"
"15030800702","CHAWNPUI MODEL M/S","23.737173396739646","92.70610213279724","Completed"
"15030800703","HELEN LOWRY SCHOOL","23.73773320358844","92.70873874425888","Completed"
"15030800705","PENIEL SCHOOL","23.735962928970697","92.70457863807678","Completed"
"15030800706","WEST END P/S","23.735408025179634","92.7063824236393","Completed"
"15030800707","WEST END M/S","23.73523124117464","92.70637169480324","Completed"
"15030800710","CHAWNPUI GOVT. HIGH SCHOOL","23.735555345000584","92.70464837551117","Completed"
"15030800801","GOVT.COMPLEX P/S","23.73193859525015","92.69422262907028","Completed"
